1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.205088198461097132e-01,3.880519019249425994e-02,8.029246157622076108e-02,8.200497233039550915e-01,2.205429973302048374e+00,-4.596883084098134731e+00,8.716088968697199152e-03,4.984320242919682009e+00,-4.802689398161931855e+00,2.036762085471713224e+00,-1.855131240713938645e+00,0.000000000000000000e+00
1.000000000000000056e-01,9.767623092664723394e-02,1.737950798737446928e-02,-7.888229453577021155e-02,-1.076409731442546924e+00,-2.737886889283198677e-01,-2.228375918473863848e-01,6.574204844468460596e-05,5.039770113299187670e+00,-5.904771695382375896e+00,1.736329795632110651e+00,-2.601331377715277338e+00,0.000000000000000000e+00
1.106177039965262898e-01,9.284193632324458378e-02,1.445853728705993359e-02,-1.115211798244788166e-01,5.313509431620214940e+00,-1.212338025593437152e+01,5.236449408056387256e+00,-4.248464107585472297e-05,-5.263006238456275909e+00,-1.563205509084068545e+01,-8.394327986074378245e+00,-1.250073334322251739e+01,0.000000000000000000e+00
1.106177039965262898e-01,-9.917456859195955543e-02,-1.716581340686705592e-02,-1.000870312234012210e-01,2.097904101674999300e+00,-2.091509924761250971e+00,-1.581436443362901123e+00,-5.504602118830060660e-05,-9.046142109863092529e+00,-2.003140351703384425e+01,-1.236277402724938312e+01,-1.671477159964750925e+01,0.000000000000000000e+00
1.106177039965262898e-01,-1.088153260578196280e-01,-1.838198708782886118e-02,-1.113451801432469856e-01,5.966050148487469507e-01,-1.934139640676313388e-01,-1.980296257250011127e+00,-3.601595033871470486e-05,-9.245989518054397394e+00,-2.024065464564798944e+01,-1.256594197130992185e+01,-1.692070219239241879e+01,0.000000000000000000e+00
1.190192493220031400e-01,-1.095459269057051793e-01,-1.877053507711932620e-02,-1.199494783159887057e-01,-5.585178351825617060e-01,2.743758059033141627e+00,-3.764841477086228849e+00,-5.856006392181571830e-05,-1.132032281620850256e+01,-2.186207462477031882e+01,-1.450408179787208596e+01,-1.867831564310668924e+01,0.000000000000000000e+00
1.190192493220031400e-01,-1.214131529765026390e-01,-2.054151911275372416e-02,-1.195564923378320127e-01,9.592926359946312154e-01,4.869158390196717257e-01,-3.028727868301098525e+00,-6.155479854165422904e-05,-1.156230088453627225e+01,-2.212508839090744672e+01,-1.475238569994247939e+01,-1.893500357550119517e+01,0.000000000000000000e+00
1.223057736374335153e-01,-1.215126689447755259e-01,-2.059414566175504432e-02,-1.232316609925137307e-01,1.063964772163871420e+00,-8.832857205665491929e-01,-1.766529398181168053e+00,-6.324943856888599111e-05,-1.229291712717828489e+01,-2.267848937663758591e+01,-1.542972565368172511e+01,-1.954168085013409950e+01,0.000000000000000000e+00
1.234707720138438630e-01,-1.215296837407637692e-01,-2.060380814277138969e-02,-1.243939526069948592e-01,4.648687930574049165e-01,7.971565164208405108e-01,-2.851609737503955522e+00,-6.771581059260898367e-05,-1.263981757776411285e+01,-2.296259110898449052e+01,-1.575774086742890034e+01,-1.984466781931965329e+01,0.000000000000000000e+00
1.248741768911123262e-01,-1.215548680521898878e-01,-2.061819769940971547e-02,-1.257946660868888566e-01,1.129209133992212344e+00,-8.875328389180303645e-01,-1.835388184115020804e+00,-7.131432764853665423e-05,-1.306591890329857897e+01,-2.331304243875933579e+01,-1.616109226126870269e+01,-2.021786908078916767e+01,0.000000000000000000e+00
